episode,length,total_reward,avg_q,exploration
299,112,-27.798503401199042,76.4636,0.2250855083639028
300,1000,-42.84850618368611,74.48567,0.2239656799640824
301,1000,-45.10504937947149,75.10518,0.22285142284983325
302,1000,-61.96981361912104,76.39857,0.2217427093033167
303,1000,-59.72434009104882,76.67378,0.22063951174459373
304,1000,-33.47834708801164,77.680534,0.21954180273093907
305,1000,-68.63365287805749,76.81409,0.2184495549561583
306,146,5.198379625203003,77.815445,0.2173627412499088
307,1000,-55.53686411844427,76.84931,0.2162813345770237
308,1000,-7.182088298176232,76.83706,0.21520530803683952
309,130,23.750973617457845,77.580605,0.2141346348625269
310,128,-18.925849366390636,77.50441,0.2130692884204248
311,1000,-69.92449238454775,77.51549,0.21200924220937795
312,1000,-67.01755316603142,79.72658,0.21095446986007757
313,1000,-50.958943103541344,81.18662,0.20990494513440555
314,1000,-54.67324008100238,80.38012,0.20886064192478165
315,1000,-57.71272414065378,81.31035,0.2078215342535141
316,1000,-46.82292948940639,81.72424,0.20678759627215335
317,144,7.7543781598644586,83.07008,0.2057588022608491
318,1000,-10.784945397994921,82.9211,0.20473512662771057
319,1000,-38.56416226800904,83.11607,0.20371654390816973
320,1000,-54.55594724719846,82.68169,0.202703028764348
321,856,113.20225503298118,83.75912,0.2016945559844259
322,1000,-33.739825285314936,83.63237,0.20069110048201586
323,1000,-38.21028699923367,84.78697,0.19969263729553818
324,1000,-42.27970684897451,85.89277,0.19869914158760021
325,1000,-38.1106253761109,85.801476,0.19771058864437835
326,1000,-30.751487698390683,86.6038,0.19672695387500336
327,1000,-25.64365571569436,87.33078,0.19574821281094865
328,1000,-36.376680475925745,87.4037,0.19477434110542155
329,1000,-39.81756114291427,87.22488,0.1938053145327578
330,1000,-38.716105305427156,87.525185,0.19284110898781873
331,1000,-25.705347848321786,87.83733,0.1918817004853918
332,1000,-26.462839726922866,88.1331,0.19092706515959385
333,1000,-26.95451373431672,87.94942,0.18997717926327748
334,1000,-33.25435987622262,87.885216,0.1890320191674403
335,1000,-24.074022520000455,89.012695,0.18809156136063715
336,1000,-26.907032309091207,89.743576,0.1871557824483952
337,1000,-26.321872348824876,90.3799,0.18622465915263206
338,1000,-23.119840468833615,89.30615,0.1852981683110767
339,1000,-24.825692914531146,89.96818,0.18437628687669325
340,1000,-23.827472717693176,90.389175,0.18345899191710774
341,1000,-19.59721411906855,90.53983,0.18254626061403756
342,1000,-18.072819953989814,90.405075,0.18163807026272397
343,1000,-25.402800105320047,91.83675,0.18073439827136714
344,1000,-31.242845457506874,92.42617,0.17983522216056433
345,1000,-19.67803718191068,93.25151,0.1789405195627506
346,1000,-24.150382763022908,92.71151,0.17805026822164238
347,1000,-12.837803382046799,93.532585,0.177164445991684
348,1000,-25.260127552121862,93.187546,0.17628303083749652
349,1000,-19.407874813716774,93.12622,0.17540600083332988
350,1000,-18.055122739574152,93.566025,0.17453333416251732
351,1000,-17.098781940759295,94.34281,0.17366500911693267
352,1000,-18.732529293201573,93.909256,0.17280100409645044
353,1000,-18.14993400141874,94.283646,0.17194129760840843
354,1000,-16.977189853800432,94.74959,0.1710858682670731
355,1000,-9.889804406664702,94.41369,0.17023469479310757
356,1000,-18.62596271725779,95.25837,0.16938775601304237
357,1000,-12.564903495737612,94.79504,0.16854503085874864
358,1000,-20.341431035347725,95.1733,0.1677064983669141
359,1000,-11.603164098189925,95.599304,0.1668721376785215
360,1000,-9.216997754873379,95.84947,0.16604192803832987
361,1000,-8.24637458932011,96.537994,0.1652158487943581
362,1000,-17.973527594395588,96.536026,0.16439387939737127
363,1000,-11.284467080710895,97.09093,0.16357599940036943
364,1000,-17.075944026647175,97.39205,0.16276218845807905
365,1000,-12.35698109626757,96.767075,0.16195242632644682
366,1000,-10.172436150167426,97.47434,0.16114669286213615
367,1000,-6.991954377499684,96.98906,0.16034496802202602
368,1000,-9.979771943243724,97.122215,0.15954723186271247
369,1000,-13.551962731976413,98.38784,0.15875346454001243
370,1000,-12.080341844577825,99.423996,0.1579636463084701
371,1000,-10.351589000942322,99.24707,0.1571777575208658
372,1000,-14.01918084840926,99.688545,0.1563957786277272
373,1000,-21.71090579714356,98.74434,0.155617690176843
374,1000,-13.864238475771934,100.61012,0.1548434728127791
375,1000,-20.546549680452912,100.39992,0.15407310727639714
376,1000,-12.137694031449437,100.51676,0.15330657440437528
