episode,length,total_reward,avg_q,exploration
41,117,-109.74518901876264,-0.18830921,0.8150635429647646
42,132,-332.8040346605545,-0.56483644,0.8110085004624524
43,124,-134.72280567707088,0.02895143,0.8069736323009478
44,113,-176.2448718443082,-0.49524707,0.8029588381103959
45,121,-229.36168179751928,-0.044897486,0.7989640180202945
46,142,-103.87040933881784,-0.03989327,0.7949890726570096
47,145,-354.11284085971675,-0.107774235,0.7910339031413032
48,138,-75.99678704509958,-0.3562917,0.7870984110858739
49,146,-133.4550983675859,-0.35844263,0.7831824985929094
50,139,-61.06676175942155,0.57252425,0.7792860682516513
51,141,-60.04470091955574,0.412362,0.7754090231359715
52,118,-123.71124333872157,0.16866636,0.7715512668019617
53,142,-68.44883906302127,0.8585744,0.7677127032855341
54,150,-67.46696134396731,0.13602343,0.763893237100034
55,119,-79.8336234530533,0.16421595,0.7600927732338647
56,142,-95.46675421332013,0.59017533,0.7563112171481242
57,120,-167.61278370191178,1.1923473,0.752548474774253
58,133,-80.63164625418817,0.86053675,0.7488044525116946
59,155,-129.5975264903008,0.55754185,0.7450790572255668
60,124,-105.3217404396488,0.6333369,0.7413721962443451
61,134,-97.69487241305777,0.5366899,0.7376837773575574
62,141,-104.56167357047107,0.74294233,0.73401370881349
63,160,-90.27961020559809,1.0498574,0.7303618993169055
64,151,-79.31182056998674,0.9875121,0.7267282580267718
65,124,-80.77916530852539,1.2916268,0.7231126945540018
66,142,-109.19821470148855,0.75076455,0.719515118959206
67,158,-54.002840996946716,1.4035208,0.7159354417504538
68,147,-95.84668529415025,1.0973644,0.7123735738810486
69,172,8.2319201426928,1.379907,0.7088294267473121
70,159,-37.07621213832199,1.7533958,0.7053029121863803
71,116,-79.21118978525219,2.0545502,0.7017939424740103
72,172,-9.940017224173246,1.5832977,0.6983024303223984
73,180,-7.9085831075068,1.6961712,0.6948282888780084
74,127,-75.51116429390791,2.0027375,0.6913714317194114
75,128,-28.935166482975404,2.5087204,0.6879317728551358
76,155,-52.252349590492244,2.5505407,0.6845092267215283
77,146,-10.054127255724453,2.6396663,0.6811037081806252
78,152,-84.20227550680252,3.3035583,0.6777151325180351
79,110,-87.47900297979176,2.7349758,0.674343415440831
80,130,-71.3380422926757,3.112082,0.6709884730754538
81,127,-85.57228155619582,3.108265,0.6676502219656257
82,134,-47.54061654634923,3.259828,0.6643285790702744
83,111,-129.24542547361565,3.0367408,0.6610234617614672
84,197,-35.63498297346922,3.6707969,0.6577347878223555
85,150,-88.4339775788781,3.8376021,0.6544624754451299
86,148,33.42852894030207,3.8142464,0.651206443228985
87,142,-3.4574379052189244,3.900203,0.6479666101780946
88,141,-94.3825812619367,3.7961166,0.6447428956995968
89,182,-87.91212461114306,4.0836463,0.6415352196015889
90,194,-96.0019028843345,4.480245,0.6383435020911333
91,123,-69.97296792031406,4.7972026,0.6351676637722721
92,118,-47.71179716139024,5.4661307,0.6320076256440519
93,136,-71.35459323527519,5.468287,0.6288633090985591
94,149,-24.74191823398631,5.573303,0.6257346359189644
95,234,-67.98253499322814,5.2665453,0.6226215282775766
96,131,-41.17248443878444,5.5330105,0.6195239087339071
97,123,-59.95717705306212,5.3243985,0.6164417002327434
98,162,-74.89575113780053,6.482051,0.6133748261022323
99,160,-22.848668133674295,6.479042,0.6103232100519724
100,243,-68.62791663699865,6.695361,0.6072867761711169
101,134,-67.30993927136682,6.373955,0.6042654489264846
102,155,-45.8559661026476,6.8394647,0.6012591531606812
103,134,-64.25262852349695,7.440268,0.5982678140902301
104,172,-37.21632245822761,8.351895,0.5952913573037116
105,189,-17.39625419943819,8.031438,0.5923297087599121
106,208,-58.83198857316708,8.913659,0.5893827947859822
107,169,-46.4122342662703,8.580687,0.5864505420756042
108,192,-20.596415695098344,9.0004,0.5835328776871684
109,136,-67.0162195667586,10.728415,0.5806297290419588
110,151,-53.424485302440345,10.4348755,0.577741023922347
111,132,-53.481683760617926,11.004461,0.5748666904699972
112,170,-45.129260398189714,10.651396,0.5720066571840768
113,150,-48.930345465574376,10.283943,0.5691608529194795
114,164,-47.592986244317785,10.469368,0.5663292068850543
115,169,-52.124771699041005,10.310194,0.5635116486418451
116,167,-47.025075756770335,11.9671135,0.5607081081013385
117,179,-5.31745409873983,12.038429,0.55791851552372
118,154,-60.612164144902614,11.507335,0.5551428015161394
119,161,-64.19688510632528,11.777171,0.5523808970309845
120,118,-68.71865735928009,11.208372,0.5496327333641637
121,158,-43.060497288559276,12.061061,0.5468982421533968
122,152,-51.90969268471141,12.955258,0.5441773553765142
123,151,-79.45146096880421,13.6353,0.5414700053497654
124,130,-0.1350609582832618,13.0468235,0.5387761247261348
125,192,-22.7409661959787,12.9138975,0.5360956464936665
126,132,-56.63761301457177,12.968699,0.5334285039737976
127,251,-32.814323895404144,12.947992,0.5307746308196991
128,171,-24.436859933630217,14.528333,0.5281339610146261
129,153,-98.44565438945065,14.36008,0.5255064288702748
130,140,-46.61841010264604,14.784012,0.5228919690251491
131,141,-38.29619499243576,14.763235,0.5202905164429344
132,516,-327.3181746340015,15.8480835,0.5177020064108802
133,165,-60.011441583012044,15.96752,0.5151263745381892
134,362,-123.10963532622834,15.387178,0.5125635567544172
135,169,-23.51023620967922,16.443222,0.5100134893078779
136,192,-55.50729869490661,15.77403,0.5074761087640577
137,168,-23.955377142902705,16.317059,0.5049513520040375
138,149,-56.61479402718854,16.149586,0.5024391562229229
139,757,-271.279434885069,17.634499,0.49993945892828157
140,1000,-81.46028349202872,18.934032,0.4974521979385887
141,280,-50.482094639149125,19.607918,0.49497731138168033
142,1000,-65.30605806354733,20.678955,0.4925147376932143
143,179,-57.612311546943246,20.82958,0.49006441561513864
144,145,-48.23913032366984,20.691332,0.48762628419416787
145,143,-10.826692445888611,21.09346,0.4852002827802666
146,170,-34.3546120481801,20.95248,0.48278635102514095
147,1000,-100.33659473030424,21.840132,0.4803844288807373
148,1000,-50.72719130968866,23.291485,0.4779944565977486
149,1000,-76.13338985379617,23.861612,0.475616374724128
150,188,-56.305759650415084,24.911749,0.47325012410361
151,1000,-82.17334680037214,25.658335,0.4708956458742389
152,149,-4.527284131810418,26.012503,0.4685528814669044
153,128,-56.70346090180968,26.116741,0.46622177260388503
154,1000,-82.02910222553884,26.253986,0.4639022612973981
155,136,33.38573726910758,26.577448,0.46159428984815737
156,1000,-51.500823523417495,27.25391,0.45929780084393773
157,153,-50.00195336707624,26.82616,0.45701273715814705
158,146,-53.70324227117836,27.388117,0.4547390419484051
159,550,-250.20691107260944,28.830576,0.4524766586551295
160,140,-55.94118414889088,27.76153,0.4502255310001289
161,408,-290.50325975979,27.4805,0.44798560298520296
162,125,-7.346772165379349,27.58017,0.44575681889074925
163,145,0.3921073997386202,28.524952,0.4435391232743774
164,1000,-57.98773001412063,28.009073,0.44133246096952977
165,1000,-77.48371723465972,28.633854,0.43913677708410925
166,1000,-90.12820031975185,29.777746,0.43695201699911373
167,1000,-103.42530617557081,29.888544,0.4347781263672774
168,133,-25.485409903810336,29.660614,0.4326150511117189
169,1000,-63.652742416433185,30.866837,0.43046273742459595
170,1000,5.3450370559900975,32.090538,0.42832113176576714
171,657,-119.67520496599337,32.553024,0.4261901808614599
172,1000,-73.2617118343985,33.75556,0.4240698317029452
173,1000,-79.09192391853433,33.644123,0.42196003154521916
174,1000,-43.217211489951445,34.13822,0.41986072790569073
175,157,-17.65668170241048,33.852066,0.4177718685628764
176,1000,-48.564327039263326,35.968346,0.4156934015551009
177,129,-36.38634104454248,35.15968,0.41362527517920494
178,134,-72.50250749217383,35.122276,0.4115674379892587
179,140,0.5030649895066119,34.9681,0.40951983879528236
180,126,-16.515370238413695,34.709442,0.40748242666197254
181,152,12.748138183806944,35.390312,0.4054551509074354
182,99,-54.605634525430176,34.562466,0.4034379611019258
183,131,-29.854294532349456,35.976173,0.4014308070665929
184,1000,-62.58158127531805,37.818386,0.39943363887223177
185,111,-46.60292023611076,36.95083,0.3974464068380416
186,137,-67.4834416586837,36.590538,0.3954690615303897
187,119,15.898432339998877,37.248787,0.3935015537615818
188,1000,-0.6612599090591175,37.313133,0.3915438345886387
189,123,-68.99648102519393,37.475883,0.3895958553120783
190,109,-50.43817376522273,38.008034,0.3876575674747048
191,140,-53.76732712688717,37.387093,0.38572892286040283
192,1000,-21.829731981269077,38.432972,0.38380987349293816
193,168,10.49342579097825,38.101814,0.38190037163476437
194,134,7.408009278569537,39.151165,0.38000036978583523
195,1000,-32.145941698705016,38.804558,0.37810982068242316
196,137,5.268472349559843,38.159332,0.3762286772959435
197,154,-40.53042286776355,37.886677,0.37435689283178464
198,1000,-18.24844954225754,38.450386,0.372494420728144
199,117,-47.620469808390126,37.50186,0.37064121465486966
200,1000,-64.74361566455858,38.05737,0.3687972285123082
201,161,12.623173753900616,37.79746,0.3669624164301574
202,215,-123.27605034653374,37.940468,0.36513673276632586
203,1000,-93.2801801590425,38.373016,0.3633201321057969
204,1000,-27.96442089507233,37.967155,0.36151256925949943
205,127,-73.71378595720546,39.150185,0.35971399926318354
206,116,-49.64482211858255,38.854683,0.35792437737630206
207,1000,-27.768585919395417,39.379417,0.3561436590808976
208,159,21.021171285523224,39.345757,0.3543718000804952
209,1000,-50.136366214481676,39.326256,0.35260875629900024
210,1000,-41.2345052053655,40.744514,0.3508544838796023
211,1000,-12.793816405470443,40.81539,0.3491089391836839
212,1000,20.60764596306031,40.379833,0.34737207878973525
213,1000,7.639202097109569,41.337566,0.34564385949227394
214,124,-66.81147081382065,40.053143,0.3439242383007701
215,130,3.8854067461309683,39.960052,0.3422131724385773
216,128,9.571955877186525,40.67832,0.340510619341868
217,1000,-5.72072223338888,42.820423,0.33881653665857514
218,118,-22.651584567698322,41.945984,0.3371308822473385
219,132,3.0526743697960086,42.59823,0.33545361417645625
220,1000,-6.931899970177755,42.784725,0.33378469072284206
221,124,-30.64693280561012,43.929615,0.3321240703709872
222,119,-32.50148998548367,43.696697,0.3304717118119276
223,1000,-30.521317115869152,45.284634,0.3288275739422165
224,1000,-29.83165451324089,46.50373,0.327191615862902
225,111,-26.602598478311663,46.181087,0.3255637968785095
226,1000,15.863834133119283,46.518787,0.3239440764960294
227,1000,52.359042931615726,47.450325,0.3223324144239099
228,1000,-20.263149112114114,48.02234,0.3207287705710547
229,1000,26.948315479461574,49.163956,0.3191331050458256
230,1000,61.52685944241664,48.751,0.31754537815505035
231,1000,-33.105443610575925,49.55955,0.3159655504030352
232,1000,-34.25418117798449,50.0613,0.3143935824905823
233,570,-161.46511300509297,50.542274,0.31282943531401225
234,132,-40.75686333315778,50.822006,0.31127306996419135
235,122,19.478260378801508,51.05966,0.30972444772556357
236,1000,7.246080920176203,52.401318,0.3081835300751877
237,1000,-73.27672026908316,53.67998,0.3066502786817788
238,144,-16.107315879968993,53.532368,0.30512465540475503
239,130,-25.09604636809597,53.48092,0.3036066222932886
240,1000,-23.295452228838933,55.205902,0.30209614158536185
241,1000,-32.45361263467647,56.30364,0.30059317570682775
242,121,-6.8426922070949985,56.37627,0.2990976872704754
243,1000,-41.66338642536302,56.24452,0.29760963907509996
244,133,19.25074834868053,56.60145,0.2961289941045771
245,672,-169.76788917233813,57.26949,0.2946557155269424
246,1000,30.728063276026532,58.51377,0.2931897666934751
247,1000,-31.766694681487202,58.934456,0.29173111113778616
248,1000,-34.55477073780102,59.9833,0.29027971257491164
249,1000,-9.240745338572637,60.539246,0.28883553490040964
250,1000,-21.700150243287034,60.670185,0.28739854218946237
251,1000,97.42673924786901,60.029804,0.2859686986959825
252,1000,0.5784821700113689,62.351574,0.28454596885172395
253,137,6.311732801481455,62.275932,0.283130317265397
254,1000,68.77223408170344,63.2417,0.2817217087217881
255,1000,38.926938299632255,64.116264,0.2803201081808837
256,154,16.59810236044116,65.811035,0.27892548077699875
257,1000,64.66370615612651,66.6161,0.2775377918179092
258,1000,-38.569839684130905,67.99345,0.2761570067839893
259,1000,79.2359812898718,68.51141,0.27478309132735257
260,1000,-9.439248657590614,71.10054,0.2734160112709976
261,138,11.89309031042309,71.511375,0.27205573260795785
262,137,19.163253629882718,70.36517,0.2707022215004556
263,1000,71.13134845482433,70.68508,0.26935544427906033
264,114,-15.884849167473988,70.65376,0.2680153674418511
265,852,194.97395240509888,71.28676,0.2666819576535832
266,1000,99.86766733635143,71.75771,0.26535518174485895
267,841,206.29879419464584,72.03058,0.2640350067113025
268,129,28.251925989125937,71.50538,0.26272139971273883
269,613,208.22769446866124,72.66404,0.26141432807237697
270,1000,76.63498776619885,72.94447,0.260113759275997
271,140,-30.156334281774207,74.55472,0.25881966097114134
272,1000,44.84250721789897,75.543015,0.2575320009663098
273,1000,105.70582771983374,75.54254,0.256250747230159
274,1000,104.79794768712419,77.60136,0.2549758678907055
275,1000,81.91485877542927,75.84523,0.2537073312345328
276,118,24.817736044921475,75.6828,0.2524451057060028
277,1000,83.86010312824102,75.72237,0.2511891599064705
278,1000,52.59484063856008,76.41419,0.24993946259350303
279,139,12.244492945378568,77.01431,0.24869598268010254
280,1000,102.58956368799339,76.65414,0.2474586892339329
281,1000,103.21551352929589,77.59905,0.24622755147655018
282,127,26.641277151675,78.41315,0.24500253878263703
283,1000,136.63024722815967,78.63544,0.24378362067924086
284,104,-35.093528000427625,79.90118,0.2425707668450158
285,988,190.78081410443218,78.880325,0.24136394710946849
286,138,29.927618255651765,78.85054,0.24016313145220747
287,1000,81.6074322433274,79.59137,0.23896829000219652
288,1000,78.46326406955654,80.63383,0.23777939303701148
289,1000,89.84928390076553,78.81694,0.236596410982101
290,937,189.64604140713953,80.09886,0.23541931441005076
291,155,30.283860457490533,81.08069,0.23424807403985154
292,1000,111.92078770029515,81.76362,0.2330826607361707
293,1000,27.192487547046113,83.11166,0.23192304550862758
294,1000,38.450403363600714,83.7193,0.23076919951107225
295,137,-3.0050470470297483,84.23997,0.22962109404086795
296,1000,-39.35486145817926,84.52088,0.2284787005381771
297,1000,113.1711972361117,85.6269,0.22734199058525087
298,227,-26.867050886214727,86.11064,0.22621093590572228
299,557,202.94323480828461,86.59257,0.2250855083639028
300,382,-20.596219113120767,85.59607,0.2239656799640824
301,1000,-47.702710889652586,87.213196,0.22285142284983325
302,1000,16.1874844256627,86.60589,0.2217427093033167
303,709,176.0918312476619,86.520035,0.22063951174459373
304,128,11.067472682338135,87.67186,0.21954180273093907
305,1000,-44.52965333783211,87.33445,0.2184495549561583
306,659,-324.4798094587313,87.11606,0.2173627412499088
307,1000,127.78756491123579,88.855515,0.2162813345770237
308,123,-0.3465269806218316,88.43228,0.21520530803683952
309,1000,112.17778430416831,89.03933,0.2141346348625269
310,124,-90.063885047462,88.57839,0.2130692884204248
311,953,152.20355691113457,89.51125,0.21200924220937795
312,349,-13.401980577181021,88.118164,0.21095446986007757
313,926,165.4356515701468,90.21678,0.20990494513440555
314,980,208.46431300915174,91.76488,0.20886064192478165
315,1000,47.22758867432141,91.22172,0.2078215342535141
316,1000,34.461106280796486,92.27975,0.20678759627215335
317,129,1.6969977071522493,93.90273,0.2057588022608491
318,1000,82.9017135921031,93.108055,0.20473512662771057
319,1000,10.354210652313025,92.11938,0.20371654390816973
320,1000,66.49913567213022,93.514885,0.202703028764348
321,581,222.62845461592246,93.641365,0.2016945559844259
322,1000,-66.05012997587701,93.33698,0.20069110048201586
323,1000,78.46699212394236,93.08056,0.19969263729553818
324,1000,15.700440571070919,92.63358,0.19869914158760021
325,140,-3.1924324652888316,92.5878,0.19771058864437835
326,690,178.48100307686096,93.03851,0.19672695387500336
327,954,124.58275149971053,92.53379,0.19574821281094865
328,990,81.3359471148247,91.04933,0.19477434110542155
329,447,192.75691390290228,89.47616,0.1938053145327578
330,1000,118.3375882180913,91.937904,0.19284110898781873
331,1000,51.79718241543708,93.67804,0.1918817004853918
332,879,149.16695826041558,95.53136,0.19092706515959385
333,987,190.4073857236367,95.11271,0.18997717926327748
334,571,156.51208980543103,95.56877,0.1890320191674403
335,1000,32.30445970762212,96.485985,0.18809156136063715
336,988,225.11086541778485,95.12051,0.1871557824483952
337,124,28.087079536751872,96.157166,0.18622465915263206
338,1000,89.9851554268347,96.74929,0.1852981683110767
339,128,-10.754095693665391,96.88066,0.18437628687669325
340,753,219.032566969165,96.50574,0.18345899191710774
341,1000,132.6047996708881,98.20764,0.18254626061403756
342,321,-333.7527927911923,97.447655,0.18163807026272397
343,681,147.0930707883923,96.74978,0.18073439827136714
344,459,-42.688363787646246,96.05391,0.17983522216056433
345,506,263.0812894023935,97.04136,0.1789405195627506
346,585,167.31488524677223,94.70437,0.17805026822164238
347,159,29.251799032970183,94.75975,0.177164445991684
348,969,162.60444146109796,94.732346,0.17628303083749652
349,739,215.16145976899298,93.487015,0.17540600083332988
350,894,214.1689937195934,92.38344,0.17453333416251732
351,1000,65.28180425132916,90.77962,0.17366500911693267
352,121,22.778914845388627,91.31563,0.17280100409645044
353,1000,67.87106235655322,91.28243,0.17194129760840843
354,768,217.53392793162885,91.440796,0.1710858682670731
355,272,247.65916340355798,90.030014,0.17023469479310757
356,829,213.77361281663582,90.09212,0.16938775601304237
357,633,262.84460846742417,90.569046,0.16854503085874864
358,1000,123.84234400909523,90.35451,0.1677064983669141
359,209,24.05766670079049,90.39964,0.1668721376785215
360,270,4.666140171255478,89.89162,0.16604192803832987
361,845,228.7168617457877,90.5099,0.1652158487943581
362,225,2.328135519943004,89.16658,0.16439387939737127
363,914,233.12071495291192,89.0285,0.16357599940036943
364,188,23.294763017782998,90.13455,0.16276218845807905
365,125,23.72705511347253,90.29458,0.16195242632644682
366,344,185.36050970380256,90.40436,0.16114669286213615
367,168,34.16465271827846,90.389755,0.16034496802202602
368,196,14.411423846738032,88.642395,0.15954723186271247
369,188,35.6525601551119,89.28102,0.15875346454001243
370,656,157.80253632779144,88.364334,0.1579636463084701
371,323,231.84520691838608,89.56419,0.1571777575208658
372,149,44.07587141318024,89.43845,0.1563957786277272
373,174,13.826874042482018,89.14545,0.155617690176843
374,159,2.2585847265767143,88.83043,0.1548434728127791
375,182,19.775474192013107,89.04181,0.15407310727639714
376,806,111.59220175212572,88.15177,0.15330657440437528
377,368,244.21509853252115,88.345146,0.15254385512873164
378,375,220.0847569916391,87.86729,0.15178493047634992
379,151,27.17111998224435,88.860725,0.15102978156850738
380,162,13.747456848619919,88.04668,0.15027838962040538
381,352,236.78980508152551,88.46513,0.14953073594070188
382,150,29.574384310342765,87.893684,0.14878680193104665
383,395,234.27251537207454,88.26582,0.14804656908561858
384,194,17.606570859690322,87.76473,0.1473100189906653
385,532,214.36738038024367,86.70027,0.14657713332404507
386,157,30.088314484120758,87.257675,0.14584789385477123
387,249,247.41557378066628,87.42704,0.14512228244255845
388,358,202.0366098574065,88.16466,0.1444002810373716
389,163,21.936641402001314,87.04028,0.14368187167897672
390,263,33.01922138099911,86.817505,0.14296703649649428
391,146,30.765693876720036,87.01929,0.1422557577079545
392,801,202.48552691254062,87.71832,0.14154801761985525
393,376,227.45958631345434,86.34277,0.14084379862672167
394,269,235.02002136403925,86.17562,0.14014308321066835
395,153,22.55835497028943,86.10896,0.13944585394096354
396,960,194.996386980586,86.60105,0.13875209347359557
397,196,10.294454633856901,86.223976,0.1380617845508414
398,138,1.6303608481506018,85.69499,0.1373749100008372
399,331,274.08784588807106,87.228905,0.13669145273715147
